id,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,mental_health_consequence
M953,61,male,South Africa,NA,Yes,No,Yes,Sometimes,01-May,Yes,Yes,No,No,No,No,Don't know,Very difficult,Maybe,Some of them,Yes,No,Maybe,No,Yes,NA,Yes
M954,36,Female ,United States,WA,No,Yes,Yes,Rarely,Jun-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Some of them,No,No,No,Don't know,No,NA,Yes
M955,38,Male,United States,TN,No,No,No,NA,Jun-25,No,Yes,No,No,No,No,Yes,Don't know,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Some of these should not be required.,Maybe
M956,33,male,Germany,NA,No,Yes,Yes,Often,26-100,No,Yes,Don't know,Not sure,Yes,No,Yes,Somewhat easy,No,Some of them,Yes,Yes,Yes,Yes,No,NA,No
M957,30,male,United States,WA,No,Yes,No,Never,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,No,NA,Yes
M958,34,male,Netherlands,NA,Yes,Yes,Yes,Rarely,01-May,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,Yes,Some of them,No,Maybe,Yes,No,Though I'm in the Netherlands and chose that country from the list quite some questions are strongly geared towards the US. Over here people don't need benefits from their employer because we pay enough taxes for the government to pay for treatment of any physical or mental condition. We don't need employer approval for medical leave; that's something a qualified medical professional decides (and while on leave we still get paid our salaries something the employer can get insurance for). I answered yes to questions about these things meaning it's covered not it's covered by my employer.,No
M959,26,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,No,No,NA,No
M960,33,M,United Kingdom,NA,No,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA,No
M961,32,Male,United Kingdom,NA,No,No,No,NA,Jun-25,No,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,Yes,No,Maybe,No,No,NA,No
M962,25,male,Germany,NA,Yes,No,No,Sometimes,Jun-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,Some of them,Yes,Yes,Yes,Yes,No,NA,No
M963,35,male,Germany,NA,Yes,No,Yes,Sometimes,26-100,Yes,No,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,Yes,No,No,Maybe,Don't know,No,NA,Yes
M964,24,M,United Kingdom,NA,Yes,Yes,No,Often,01-May,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,Don't know,No,NA,Maybe
M965,55,male,United Kingdom,NA,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,Maybe,No,Yes,NA,Yes
M966,33,Male,United Kingdom,NA,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,No,Yes,No,No,No,Very difficult,Maybe,Some of them,Some of them,No,Maybe,No,Yes,NA,Yes
M967,26,Female,United Kingdom,NA,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,No,No,No,No,Don't know,Very easy,No,Some of them,Yes,No,Maybe,Yes,No,I am a Trans woman and suffer from depression relating to that. I'm a contractor so I've answered the questions as relating to my current contract.,Maybe
M968,25,Male,United Kingdom,NA,No,No,No,Never,Jun-25,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,Yes,Yes,No,No,Don't know,No,NA,No
M969,45,Male,United Kingdom,NA,No,Yes,No,Rarely,100-500,No,No,Don't know,No,No,No,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M970,33,female,United Kingdom,NA,Yes,No,Yes,Sometimes,01-May,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,Some of them,Yes,No,No,Don't know,No,NA,No
M971,43,Male,United States,MI,No,No,No,Sometimes,More than 1000,Yes,Yes,No,Not sure,No,No,Don't know,Very difficult,Maybe,No,No,No,Maybe,No,Yes,NA,Yes
M972,30,Male,United Kingdom,NA,Yes,No,Yes,Sometimes,Jun-25,No,Yes,No,Yes,No,No,No,Very difficult,Yes,No,No,No,No,Yes,Yes,NA,Yes
M973,40,Male,United States,IN,No,Yes,Yes,Rarely,Jun-25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,Yes,Yes,No,Maybe,Don't know,No,NA,No
M974,49,Male,United States,GA,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,Yes,Yes,No,No,Yes,No,Thank you for shining a light on this topic.,No
M975,29,Male,Germany,NA,No,No,No,NA,Jun-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,Some of them,Yes,Maybe,Yes,Don't know,No,NA,No
M976,26,male,Germany,NA,No,No,No,NA,500-1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,No
M977,38,cis male,United States,WA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Some of them,Some of them,No,Maybe,No,Yes,NA,Maybe
M978,27,Male,France,NA,No,Yes,No,NA,500-1000,No,No,Yes,Yes,Don't know,No,Yes,Somewhat easy,Maybe,No,Some of them,No,Maybe,Don't know,Yes,NA,Maybe
M979,26,male,Belgium,NA,No,No,No,Never,Jun-25,No,Yes,Yes,No,No,No,No,Somewhat easy,No,No,No,No,No,Don't know,No,NA,Maybe
M980,28,Male,United Kingdom,NA,No,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Yes,Yes,No,No,No,No,NA,Maybe
M981,40,Male,United States,ME,No,Yes,Yes,Sometimes,01-May,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Some of them,Yes,No,Maybe,No,No,NA,Maybe
M982,37,Female,Canada,NA,Yes,Yes,Yes,Rarely,01-May,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes,NA,Yes
M983,34,female,United Kingdom,NA,No,Yes,Yes,Often,26-100,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Some of them,No,No,No,Don't know,No,NA,Yes
M984,28,male,United States,NY,No,Yes,Yes,Often,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,Yes,Don't know,No,NA,Maybe
M985,27,Male,Canada,NA,No,No,No,Never,26-100,No,Yes,Yes,Not sure,Yes,No,Yes,Very easy,No,Yes,Yes,Maybe,Maybe,Yes,No,NA,No
M986,29,Male,United Kingdom,NA,No,No,Yes,Sometimes,Jun-25,Yes,Yes,No,No,No,No,Don't know,Very easy,No,Yes,Yes,No,Yes,Yes,No,NA,No
M987,39,Female,United Kingdom,NA,No,Yes,No,Rarely,500-1000,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,No,Yes,NA,Yes
M988,28,male,United Kingdom,NA,No,No,No,Often,Jun-25,No,Yes,No,No,No,No,No,Somewhat difficult,No,No,No,No,Yes,Yes,No,NA,Yes
M989,23,Male,United States,PA,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,Maybe,Don't know,No,NA,No
M990,8,A little about you,"Bahamas, The",IL,Yes,Yes,Yes,Often,01-May,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes
M991,38,Male,United Kingdom,NA,No,No,No,NA,01-May,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,Some of them,Yes,No,No,Don't know,No,NA,No
M992,19,Male,United Kingdom,NA,No,No,No,NA,Jun-25,No,Yes,Yes,No,No,Yes,Don't know,Very easy,No,Yes,Yes,No,No,Yes,No,NA,No
M993,30,Female,United States,IL,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Don't know,Yes,Very easy,No,Some of them,No,No,No,Yes,No,NA,No
M994,28,male,United Kingdom,NA,Yes,No,No,NA,01-May,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,Yes,No,NA,Maybe
M995,20,Male,India,NA,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,No,No,Maybe,Yes,No,NA,Yes
M996,35,Male,United Kingdom,NA,Yes,No,No,Sometimes,01-May,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,Some of them,Yes,No,No,Don't know,No,NA,No
M997,39,male,United States,MN,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,Some of them,Yes,No,No,Don't know,No,NA,Maybe
M998,31,Female,United States,TX,No,Yes,No,Never,More than 1000,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Don't know,No,NA,Yes
M999,32,Male,United Kingdom,NA,No,No,No,Rarely,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,Don't know,No,NA,Yes
M1000,27,Male,Sweden,NA,No,No,No,NA,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,Don't know,No,NA,No
M1001,25,Male,United States,PA,No,Yes,Yes,Often,Jun-25,Yes,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,Yes,Yes,Maybe,Maybe,Don't know,No,NA,No
M1002,42,male,United States,IN,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,Yes,No,Maybe,Don't know,No,NA,Maybe
M1003,34,male,United States,PA,No,Yes,Yes,Often,100-500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,Yes,Yes,Maybe,Maybe,Don't know,No,NA,No
M1004,26,female,United States,OH,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,No,Maybe,Maybe,Don't know,Yes,NA,Maybe
M1005,35,Male,United Kingdom,NA,No,Yes,Yes,Sometimes,01-May,No,Yes,No,Yes,No,No,Yes,Very easy,Yes,Some of them,Some of them,No,Maybe,Yes,Yes,NA,Yes
M1006,34,Male,United Kingdom,NA,No,No,No,Never,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,No,Yes,Yes,No,No,Yes,No,NA,Maybe
M1007,38,m,United States,PA,No,Yes,Yes,Sometimes,100-500,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,Yes,Yes,Yes,Yes,Don't know,No,While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges.,No
M1008,34,M,United States,SD,No,No,No,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Yes
M1009,39,M,United States,IN,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,Some of them,Yes,Maybe,Yes,Yes,No,NA,No
M1010,44,F,United States,CA,No,No,No,NA,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,No,No,No,Don't know,No,NA,Yes
M1011,40,male,United States,TN,No,No,No,NA,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,No,No,Don't know,No,NA,Maybe
M1012,33,female,United States,TX,Yes,No,No,Never,01-May,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Somewhat easy,No,No,Some of them,No,No,Yes,No,NA,Maybe
M1013,24,Female,United States,TN,No,Yes,No,Sometimes,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,Some of them,Some of them,No,No,No,Yes,NA,Yes
M1014,38,Female,United States,OR,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,No,No,Don't know,No,NA,No
M1015,31,male,United States,SD,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Maybe,Some of them,Some of them,No,Maybe,Yes,No,NA,Yes
M1016,23,Male,Israel,NA,No,No,No,NA,100-500,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,No,Some of them,Yes,Maybe,Yes,Don't know,No,NA,Maybe
M1017,26,F,United States,NY,No,No,No,NA,Jun-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,Yes,Yes,No,Maybe,Yes,No,NA,No
M1018,46,Female (trans),United States,CT,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,Some of them,Some of them,No,No,No,Yes,NA,Yes
M1019,30,Male,United States,CA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M1020,25,Male,United States,NA,No,No,No,Rarely,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,Yes,Don't know,Yes,My work is using my brain. I do it incredibly well.I make an effort to avoid diagnosis of anything mental health related because I am convinced it would only affect me negatively.,Yes
M1021,19,M,Canada,NA,No,No,No,Never,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,Maybe,No,No,NA,No
M1022,30,Female,United States,GA,No,Yes,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Some of them,Some of them,No,No,No,Yes,NA,Maybe
M1023,32,m,United States,TN,No,No,No,Never,Jun-25,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,Yes,Yes,No,Maybe,Yes,No,NA,No
M1024,32,Male,United Kingdom,NA,No,No,No,NA,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,No,No,Maybe,Don't know,No,NA,Maybe
M1025,37,Male,United States,IN,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,Maybe,No,No,My employer is extremely easy to work with and e.g. I have enormous leeway with flex time so I could take care of myself under that umbrella but I don't know and don't have a history of bring up mental health at the workplace so I am cautious in that area.,Maybe
M1026,42,M,United States,CA,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,Don't know,No,NA,Maybe
M1027,25,female,United States,OR,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,No,Some of them,Yes,Maybe,No,Yes,No,NA,Maybe
M1028,19,Male,United States,IN,No,No,No,Sometimes,01-May,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA,No
M1029,40,female,United States,GA,No,Yes,No,Never,100-500,Yes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,No,No,No,No,Don't know,No,NA,Yes
M1030,34,Male,United States,IN,No,No,No,NA,More than 1000,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Yes,No,No,Don't know,No,NA,Maybe
M1031,26,Male,United States,MN,No,Yes,No,NA,Jun-25,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Yes,No,No,Yes,No,NA,No
M1032,31,Male,United States,MN,No,Yes,Yes,Rarely,Jun-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,Yes,Yes,Maybe,Maybe,Yes,No,NA,No
M1033,40,Male,United States,NC,No,Yes,No,Sometimes,More than 1000,Yes,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No,Maybe,No,No,NA,Yes
M1034,31,Female,United States,FL,No,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,No,Very difficult,No,No,No,No,Yes,No,Yes,NA,Yes
M1035,36,M,United States,MN,No,No,No,Never,100-500,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Maybe,Don't know,Yes,NA,Yes
M1036,35,Male,Canada,NA,No,Yes,No,Sometimes,Jun-25,Yes,Yes,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,No,No,Don't know,No,NA,Maybe
M1037,26,male,Australia,NA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Don't know,No,Yes,Yes,No,Maybe,Yes,No,The questions related to employer-provided health benefits are largely irrelevant to where I live Australia so I'd discount them.,No
M1038,44,m,United States,MO,No,No,No,NA,More than 1000,Yes,No,Don't know,No,Don't know,Don't know,Yes,Don't know,No,Some of them,No,No,No,No,No,NA,Yes
M1039,34,Female,United States,CA,No,No,No,Sometimes,01-May,No,Yes,No,Not sure,No,No,Don't know,Very easy,No,Some of them,Yes,No,Maybe,Yes,No,NA,No
M1040,35,Male,United States,OR,No,No,No,NA,Jun-25,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,Don't know,No,NA,No
M1041,28,female,United States,OH,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,Maybe,No,No,NA,Yes
M1042,33,Male,United States,NY,No,No,No,NA,Jun-25,Yes,Yes,Yes,No,Don't know,Yes,Yes,Don't know,No,Some of them,Yes,No,No,Yes,No,NA,No
M1043,40,M,United States,WI,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,No,No,Maybe,Don't know,No,NA,Yes
M1044,26,Male,United States,WA,No,No,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,No,Yes,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M1045,29,f,United Kingdom,NA,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,No,No,Don't know,Don't know,No,Some of them,No,No,Yes,No,Yes,NA,Maybe
M1046,26,Female,Canada,NA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Not sure,No,No,Yes,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M1047,33,Malr,Italy,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,No,Some of them,Yes,No,No,Don't know,No,I suffered of panic attacks and agoraphobia for about 10 years.,No
M1048,28,Male,Brazil,NA,No,Yes,No,Sometimes,100-500,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,No,Don't know,Yes,NA,No
M1049,41,Male,United States,IL,Yes,No,Yes,Often,01-May,Yes,No,No,Yes,Yes,Yes,Yes,Very difficult,No,Some of them,Some of them,No,No,Yes,Yes,NA,No
M1050,39,Male,United Kingdom,NA,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,Yes,Yes,No,Maybe,Yes,Yes,These result may be a tad confusing so a summary follows.* Currently self-employed so employer is me :)* Last place of employment was amazing when I first discovered I was bi-polar and helped me as long as I was there up to and including a mental health course for the whole team (although no mention why to others which was great).* I've never had a negative reaction yet but I know others who have.* I've been very lucky with company I keep which is why my experience is largely good.,No
M1051,26,female,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,Some of them,Yes,No,Maybe,No,Yes,I should note one of the places my employer fails with regards to mental health is that the company-paid health insurance policy does not cover trans healthcare needs.,No
M1052,23,Female,United States,IL,No,Yes,No,Sometimes,26-100,No,No,No,No,No,No,Don't know,Somewhat difficult,No,No,Some of them,No,Maybe,No,No,NA,Yes
M1053,35,Male,Switzerland,NA,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,No,Some of them,Some of them,No,Maybe,No,No,NA,No
M1054,36,Male,United States,FL,No,No,No,Never,01-May,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,Some of them,Some of them,No,No,Don't know,No,NA,No
M1055,42,M,United States,TN,No,No,No,Rarely,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,No,No,Maybe,No,No,NA,Maybe
M1056,39,Male,United States,WA,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,Some of them,Yes,No,No,Yes,No,NA,No
M1057,27,Male,United States,CA,No,No,No,Never,Jun-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA,Maybe
M1058,33,male,United States,FL,Yes,No,No,Never,Jun-25,Yes,Yes,Don't know,No,No,No,No,Very easy,No,Some of them,Yes,No,Maybe,Yes,No,NA,Maybe
M1059,31,Male ,Canada,NA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M1060,28,Female,United States,OR,No,No,Yes,Rarely,Jun-25,No,Yes,Yes,Yes,Don't know,Yes,Yes,Very easy,No,Some of them,Some of them,No,Yes,Don't know,No,NA,No
M1061,29,Female,United States,NJ,No,No,Yes,Often,More than 1000,Yes,No,Yes,No,No,No,Don't know,Somewhat easy,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA,No
M1062,27,Male,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,No,No,Yes,Very difficult,No,Some of them,No,No,Maybe,No,No,NA,Maybe
M1063,44,M,United States,FL,Yes,No,No,Never,01-May,Yes,Yes,Don't know,No,No,No,Yes,Somewhat difficult,No,No,No,No,No,Don't know,No,NA,No
M1064,25,Male,United States,UT,No,No,Yes,Often,Jun-25,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M1065,24,male,Germany,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,Yes,Yes,No,No,Don't know,No,Thank you this is very important.,Maybe
M1066,25,Male,South Africa,NA,No,Yes,Yes,Often,Jun-25,No,No,Don't know,No,No,No,Yes,Don't know,No,Some of them,Yes,No,Maybe,No,Yes,NA,No
M1067,34,M,United States,NJ,No,No,No,Never,Jun-25,Yes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,Maybe,Don't know,No,NA,Maybe
M1068,26,Male,United States,PA,No,No,No,Never,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,No,No,Yes,No,No,Don't know,No,NA,Maybe
M1069,48,Male,United States,IN,No,No,No,Never,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,Some of them,Yes,No,Maybe,Don't know,No,NA,Maybe
M1070,34,Male,Greece,NA,No,No,No,NA,26-100,Yes,Yes,No,No,No,No,Don't know,Very difficult,Maybe,Some of them,No,No,Maybe,No,No,NA,Yes
M1071,39,Female,United States,OH,No,No,Yes,Sometimes,Jun-25,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,No,Maybe,No,No,I've never heard of a workplace that would actually allow you to call off for mental health reasons. So many places require a doctor's note for calling off sick. It's all set up to make you feel worse if you can't just suck it up. Thanks for working to change this!!!,Maybe
M1072,43,Male,United States,OH,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,No,No,No,No,No,Don't know,No,NA,Maybe
M1073,41,M,United States,IL,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Some of them,No,No,No,Yes,Yes,NA,Maybe
M1074,25,Male,United States,IN,No,No,No,Never,More than 1000,No,No,Don't know,No,No,No,Don't know,Don't know,No,Some of them,Yes,No,No,Don't know,No,NA,No
M1075,31,m,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,No,Some of them,No,No,Maybe,No,No,NA,Maybe
M1076,40,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,No,No,No,Maybe,No,Yes,NA,Yes
M1077,43,Male,United States,VA,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,This survey was tough as a self-employed individual. You may wish to discard responses from self employed people for much of your analysis.,Maybe
M1078,27,Female,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,No,Yes,Some of them,No,Maybe,No,Yes,I answered based on previous job at large technical company where I was pushed out of my role within 3 months of disclosing diagnosis.I had been struggling for 3 months prior to disclosure and was incredibly relieved when finally diagnosed. Growing up in a family open about mental health and also at the end of my rope I immediately shared with management what was going on. I requested a temporary reduced workload so I could reduce anxiety. (At time I didn't know it was anxiety as took me a year to accept that the (to me) deserved stress was anxiety caused by my core diagnosis.) When disclosing I didn't deeply understand details of the state of my mental health; I simply knew I was so stressed out by having been unable to get myself to do work in three months that I couldn't juggle all that was currently on my plate.It was at this point my direct manager and I began an almost daily struggle. After working on a single project and making progress (compared to 3 months before diagnosis when management didn't even know how bad I was doing) I requested increasing my workload. This was never granted; boss said I hadn't proved myself and implied I could not be trusted.Two huge issues stick out to me from that experience:1) Company assumes things would be better and back to 100% within months. They did not understand what one goes through when figuring out meds: things at times got worse. They did not understand how long it takes until meds are figured out: mine took two years. They most certainly would not truly understand why to this day four years later despite being stable I'm in counseling every other week in addition to being on meds. Rather than supporting that it would be seen as oh I'm sorry. I was a problem to my manager because he didn't see improvements each week.2) Accomodations.- There was no option for me to reduce work temporarily to part-time (too complicated). Instead they pushed me to take disability leave. I told them that wouldn't help; they told me to double-check with care providers. That required me to see a psychologist unnecessarily as psychologist said I didn't qualify for leave. (Expensive unnecessary appointment).- The assistance I needed the most at work was understanding: I was open but my manager told me to not tell my co-worker assigned to support me. That was disasterous for colleague's stress/frustration levels. He knew something was up but was barred from asking and I was implied it was better to keep my mouth shut.- Accommodations weren't understood by even Benefits as they're not trained in mental health nor do they have people come in to assess how they're doing in supporting those with mental health issues. Should be no different than people coming in to assess for physical accessibility of the workplace. When in a meeting with my manager supervised by HR I shouldn't feel like I'm asking too much of manager when requesting he put the negative critiques on the back burner and help me figure out whether I'm doing anything right. That this didn't stop him from coming into my office that same day and putting on my dick hat to yell at me for something that wasn't even my fault (he had brought in co-worker for this yelling and turned to finish yelling at this person): FUCKING UNACCEPTABLE.While I will never return to that company and as such took the severance package I will NEVER agree with their legal reason for being unable to do the job: me being medically disqualified from this role. I was too expensive in the short term for them; I'm not worth the cost.,Maybe
M1079,37,female,United States,NJ,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Maybe,Don't know,No,If a man in tech is afraid of speaking up about these things it is even worse for women in tech who are already fearful of and fighting against the stigma of incompetence.  On the other hand if a female in tech does not commiserate with her male coworkers on mental health problems she will no longer be seen as a team player. It is really a catch-22 for women in STEM.,Yes
